Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDJ52,2574.0,OUT046
DRG01,1356.0,OUT017
FDP52,3776.0,OUT013
FDU58,3112.0,OUT017
FDL02,1676.0,OUT045
FDG28,3972.0,OUT013
FDA19,2168.0,OUT035
FDW46,2584.0,OUT027
NCD43,1734.0,OUT049
DRG39,916.0,OUT013
NCF55,682.0,OUT049
FDJ07,1910.0,OUT046
FDE08,2390.0,OUT046
FDP56,-1066.0,OUT019
FDT45,824.0,OUT045
FDF17,2852.0,OUT018
FDX44,1418.0,OUT046
FDM28,4296.0,OUT027
FDI36,3318.0,OUT049
FDS07,1784.0,OUT045
FDD36,1824.0,OUT045
FDW11,998.0,OUT046
FDN40,2582.0,OUT049
NCQ18,1622.0,OUT049
NCQ54,2704.0,OUT017
NCS42,1346.0,OUT045
DRH39,-630.0,OUT010
FDC09,3180.0,OUT027
FDT08,514.0,OUT010
FDC08,3724.0,OUT035
FDT20,720.0,OUT017
FDS35,1144.0,OUT035
FDX58,2664.0,OUT018
FDW58,1734.0,OUT046
DRD27,1622.0,OUT046
FDH32,-338.0,OUT019
FDS26,4244.0,OUT035
FDQ31,1462.0,OUT046
FDP11,3236.0,OUT018
FDD58,1676.0,OUT017
FDM33,3384.0,OUT045
FDZ16,3254.0,OUT049
NCS29,2206.0,OUT010
NCM18,-974.0,OUT019
FDP11,3582.0,OUT049
NCC42,2288.0,OUT017
DRM23,2734.0,OUT046
NCN55,5184.0,OUT027
FDK46,4124.0,OUT013
FDR01,3198.0,OUT046
NCA05,2294.0,OUT045
NCP43,2868.0,OUT017
FDR12,878.0,OUT010
FDQ01,4128.0,OUT013
FDM13,2086.0,OUT046
FDQ19,3992.0,OUT017
FDK56,1054.0,OUT019
NCX06,966.0,OUT010
FDO56,3400.0,OUT027
FDU45,1796.0,OUT045
FDI16,-962.0,OUT019
FDL32,1854.0,OUT046
FDA07,2030.0,OUT046
FDA14,2280.0,OUT045
FDV46,3704.0,OUT027
NCO07,3426.0,OUT035
NCP41,1658.0,OUT046
FDY60,2120.0,OUT018
FDN38,4080.0,OUT017
FDO15,1290.0,OUT046
FDT60,1988.0,OUT013
FDA55,3712.0,OUT035
FDE02,-390.0,OUT010
DRJ39,3622.0,OUT049
FDV34,1388.0,OUT035
FDS20,4368.0,OUT027
FDF02,3088.0,OUT027
FDW40,2416.0,OUT017
NCB43,2914.0,OUT046
FDR58,1560.0,OUT017
DRJ59,800.0,OUT035
NCD30,1648.0,OUT017
FDE14,1732.0,OUT017
FDC28,1520.0,OUT018
FDU16,1220.0,OUT018
NCD19,1026.0,OUT035
FDU21,658.0,OUT046
FDV59,4892.0,OUT027
FDU03,2876.0,OUT045
FDC33,1266.0,OUT010
NCR42,654.0,OUT035
DRH59,1336.0,OUT035
NCM31,2318.0,OUT035
FDS50,3628.0,OUT035
FDP39,862.0,OUT046
FDQ55,1992.0,OUT013
FDV36,126.0,OUT019
FDI05,2728.0,OUT027
FDS45,3220.0,OUT027
FDA39,612.0,OUT045
FDC37,-146.0,OUT010
FDJ60,4148.0,OUT027
DRQ35,1966.0,OUT046
NCJ06,1882.0,OUT046
NCY42,2028.0,OUT018
DRM37,3222.0,OUT049
FDR14,752.0,OUT045
FDE51,890.0,OUT049
FDT33,2812.0,OUT017
FDR08,1872.0,OUT013
FDE36,762.0,OUT010
FDL22,-422.0,OUT019
FDR44,2200.0,OUT013
FDI56,-482.0,OUT019
FDE47,142.0,OUT010
FDV27,-394.0,OUT010
FDV10,882.0,OUT049
FDC40,1268.0,OUT045
NCX41,3348.0,OUT013
NCQ38,3096.0,OUT027
FDV12,3124.0,OUT027
FDE52,1596.0,OUT017
FDG20,4292.0,OUT027
FDV16,2084.0,OUT027
FDI32,1900.0,OUT017
FDJ32,1134.0,OUT049
FDN39,2568.0,OUT018
FDY34,2808.0,OUT017
FDC14,868.0,OUT035
FDA55,3700.0,OUT017
FDZ50,1046.0,OUT010
DRG13,2750.0,OUT049
FDP01,2544.0,OUT013
NCG54,2772.0,OUT017
FDM13,2028.0,OUT045
NCO18,4232.0,OUT027
NCW41,2508.0,OUT013
FDM52,3820.0,OUT027
NCF55,662.0,OUT035
FDT09,2174.0,OUT046
NCM19,1850.0,OUT035
FDW12,2176.0,OUT018
FDP15,2174.0,OUT019
FDK36,752.0,OUT045
FDZ25,2916.0,OUT035
NCW06,3142.0,OUT049
FDW60,2902.0,OUT046
DRC49,2348.0,OUT013
NCT17,3066.0,OUT035
NCN06,2312.0,OUT018
FDC45,2744.0,OUT013
DRJ47,830.0,OUT019
NCF06,3958.0,OUT045
FDE21,6.0,OUT010
DRG27,720.0,OUT013
FDW40,2422.0,OUT049
NCO53,2874.0,OUT046
FDE23,950.0,OUT049
FDQ16,1758.0,OUT046
FDS26,4024.0,OUT045
FDZ13,-1066.0,OUT010
FDS14,2606.0,OUT049
FDC10,1880.0,OUT045
FDY16,3114.0,OUT049
FDJ20,2164.0,OUT035
FDV43,820.0,OUT035
FDZ32,3216.0,OUT027
FDR23,2774.0,OUT046
FDN24,964.0,OUT035
FDE34,4336.0,OUT027
FDU31,3552.0,OUT013
FDW33,1476.0,OUT018
FDU26,1942.0,OUT046
FDE20,4216.0,OUT027
NCW05,1738.0,OUT035
FDB22,2172.0,OUT018
FDO56,1918.0,OUT046
FDA19,3524.0,OUT027
DRI39,840.0,OUT045
FDH52,820.0,OUT018
FDZ50,3060.0,OUT035
NCN42,2430.0,OUT035
FDB53,2396.0,OUT013
DRG11,1832.0,OUT017
DRK11,3832.0,OUT027
FDQ60,2076.0,OUT017
FDT36,672.0,OUT017
DRG25,2724.0,OUT018
DRJ23,3038.0,OUT046
FDG05,2688.0,OUT035
NCK06,1664.0,OUT018
FDU52,2544.0,OUT017
FDW07,1232.0,OUT018
NCM17,618.0,OUT045
FDA22,2600.0,OUT045
NCA41,2812.0,OUT018
FDF38,876.0,OUT035
FDH52,1082.0,OUT046
FDY58,1678.0,OUT019
FDZ16,3060.0,OUT045
NCM18,1032.0,OUT017
FDA22,2416.0,OUT018
NCJ43,2862.0,OUT035
FDI34,5132.0,OUT027
FDG56,1058.0,OUT046
FDS34,1918.0,OUT046
DRC01,1004.0,OUT035
FDQ04,760.0,OUT035
FDK04,1068.0,OUT035
FDT51,1950.0,OUT049
FDV26,3260.0,OUT017
FDS04,2406.0,OUT049
FDW43,3448.0,OUT018
FDQ28,622.0,OUT010
NCK06,1976.0,OUT017
FDS23,1816.0,OUT018
FDZ36,1134.0,OUT019
FDE56,824.0,OUT018
FDW10,4232.0,OUT027
NCN14,2818.0,OUT045
NCQ18,1442.0,OUT045
FDW08,1780.0,OUT017
FDU43,3912.0,OUT035
FDR33,-150.0,OUT010
FDM24,566.0,OUT010
NCZ05,1602.0,OUT046
NCV41,1866.0,OUT035
FDV11,2588.0,OUT018
NCY05,682.0,OUT035
FDV44,2824.0,OUT018
FDW32,1534.0,OUT049
NCU18,3668.0,OUT027
NCC43,4010.0,OUT035
FDW19,1880.0,OUT013
FDN31,3132.0,OUT035
FDI48,836.0,OUT045
FDS24,1604.0,OUT017
FDF46,1954.0,OUT049
DRG23,2500.0,OUT017
FDG14,2236.0,OUT018
NCY30,2926.0,OUT049
FDO28,1720.0,OUT018
DRD24,2380.0,OUT035
FDI33,1590.0,OUT049
FDN32,2966.0,OUT046
FDR16,3344.0,OUT045
FDF26,2498.0,OUT046
NCN29,576.0,OUT018
FDE20,2684.0,OUT045
FDA46,3030.0,OUT046
FDU28,2968.0,OUT045
FDQ48,1616.0,OUT045
FDV36,2112.0,OUT013
FDR14,604.0,OUT018
FDP23,3512.0,OUT017
FDP56,888.0,OUT013
FDK48,-610.0,OUT010
FDR48,2414.0,OUT046
NCY29,1002.0,OUT049
FDM22,720.0,OUT018
DRJ01,2604.0,OUT013
FDZ43,3848.0,OUT045
FDV03,2568.0,OUT035
FDX11,4380.0,OUT027
NCA41,4484.0,OUT027
FDE38,2732.0,OUT017
FDI27,596.0,OUT018
FDN32,2976.0,OUT013
NCN43,1988.0,OUT017
FDB47,4716.0,OUT027
FDV03,2560.0,OUT017
NCN30,1474.0,OUT045
NCV54,-2.0,OUT010
FDV07,1852.0,OUT013
FDP07,3270.0,OUT049
FDK48,988.0,OUT018
FDM15,590.0,OUT019
FDY19,3340.0,OUT027
FDK46,4102.0,OUT046
FDY11,1080.0,OUT045
FDH09,870.0,OUT046
FDO08,4136.0,OUT027
FDU14,4016.0,OUT013
FDD22,3244.0,OUT027
FDM27,2624.0,OUT017
FDL02,3204.0,OUT027
NCA17,2422.0,OUT035
FDE38,726.0,OUT019
NCG07,3054.0,OUT049
DRC27,3940.0,OUT013
FDA27,4212.0,OUT035
FDW40,2240.0,OUT045
DRI11,1888.0,OUT013
FDN50,1606.0,OUT046
FDR12,2774.0,OUT046
FDT34,3096.0,OUT027
FDW11,1116.0,OUT035
NCO30,4328.0,OUT027
FDZ34,3172.0,OUT017
FDU45,1956.0,OUT017
NCD42,710.0,OUT035
FDX25,2840.0,OUT045
NCR29,874.0,OUT046
FDX43,718.0,OUT019
FDB04,-442.0,OUT010
FDR49,2204.0,OUT027
FDS39,2032.0,OUT018
FDW58,1660.0,OUT045
FDG22,-1186.0,OUT019
FDG31,1120.0,OUT017
NCV53,5200.0,OUT027
DRJ37,2500.0,OUT035
FDV07,1916.0,OUT035
FDW52,2480.0,OUT018
FDT15,2912.0,OUT045
FDD02,1700.0,OUT018
FDM16,1372.0,OUT035
NCE55,2730.0,OUT046
FDB57,3356.0,OUT018
FDQ04,756.0,OUT013
FDQ47,-1322.0,OUT019
FDY14,2246.0,OUT019
DRK37,3100.0,OUT017
FDO25,3376.0,OUT017
FDL57,4158.0,OUT046
NCK29,1700.0,OUT018
FDK46,5560.0,OUT027
NCB43,1006.0,OUT010
DRE01,5224.0,OUT027
FDC46,2692.0,OUT018
FDQ23,1608.0,OUT045
FDX38,1006.0,OUT049
FDG60,3504.0,OUT018
FDW55,4076.0,OUT017
FDP39,868.0,OUT013
FDB20,1040.0,OUT018
FDV21,2064.0,OUT017
FDZ02,1660.0,OUT013
FDP19,3492.0,OUT027
FDA38,3924.0,OUT035
FDH22,1932.0,OUT045
DRM11,4048.0,OUT045
FDO12,4544.0,OUT027
FDT14,2070.0,OUT049
FDW34,1962.0,OUT010
FDG04,4444.0,OUT027
FDW59,1164.0,OUT018
FDR33,1520.0,OUT018
FDP32,2096.0,OUT013
FDL13,5176.0,OUT027
FDD22,1848.0,OUT013
FDV40,2640.0,OUT027
NCD55,658.0,OUT046
FDQ20,-1178.0,OUT010
FDD28,904.0,OUT045
FDC39,3236.0,OUT045
NCR17,1958.0,OUT049
DRO35,1640.0,OUT018
FDF40,4126.0,OUT049
FDR31,2124.0,OUT018
NCQ41,3148.0,OUT017
FDP38,830.0,OUT046
NCU54,4692.0,OUT027
FDG22,432.0,OUT018
DRK59,3756.0,OUT013
FDC37,1710.0,OUT046
NCO42,2332.0,OUT013
NCT42,2428.0,OUT017
FDX27,1676.0,OUT035
FDV40,1020.0,OUT018
FDT45,2360.0,OUT027
FDS47,-490.0,OUT019
FDR45,3880.0,OUT035
FDB03,3736.0,OUT045
FDO49,1044.0,OUT035
FDU60,4176.0,OUT027
FDB26,704.0,OUT018
FDB46,3516.0,OUT017
FDQ37,1182.0,OUT019
FDN03,4088.0,OUT017
NCX30,3822.0,OUT045
FDK32,630.0,OUT019
DRM47,3088.0,OUT013
NCO02,1050.0,OUT046
FDP04,1112.0,OUT013
NCO43,1694.0,OUT049
FDD59,1432.0,OUT013
FDQ10,2816.0,OUT017
FDW45,2476.0,OUT035
NCK30,4098.0,OUT049
FDU31,3232.0,OUT018
NCQ17,490.0,OUT019
FDN01,2876.0,OUT017
FDZ19,2878.0,OUT049
DRG37,2580.0,OUT017
FDE32,588.0,OUT045
FDO34,2794.0,OUT049
FDM04,-1042.0,OUT019
FDZ25,2914.0,OUT049
FDU08,1726.0,OUT049
NCW30,3970.0,OUT045
NCM18,980.0,OUT013
FDS22,892.0,OUT035
NCH18,3892.0,OUT017
FDC23,2896.0,OUT013
FDY46,3012.0,OUT013
NCU06,3578.0,OUT046
FDX57,1584.0,OUT045
FDX36,5024.0,OUT027
FDL16,672.0,OUT045
FDT16,2298.0,OUT010
FDN16,1472.0,OUT018
FDC03,3158.0,OUT046
DRF60,3832.0,OUT013
FDS27,4608.0,OUT027
FDP33,2126.0,OUT010
FDJ36,1428.0,OUT018
NCR42,548.0,OUT013
FDV14,1492.0,OUT017
NCP42,3154.0,OUT035
FDB50,2696.0,OUT027
NCC30,4212.0,OUT027
FDA23,1400.0,OUT018
FDW16,1620.0,OUT017
FDQ52,1994.0,OUT010
FDB58,2466.0,OUT049
NCP29,1110.0,OUT049
NCM05,4030.0,OUT045
FDO25,3352.0,OUT013
NCM54,2010.0,OUT046
NCL54,2706.0,OUT046
FDL39,1034.0,OUT010
FDF53,2692.0,OUT018
NCQ42,2114.0,OUT035
FDF58,1092.0,OUT013
FDZ04,1152.0,OUT035
FDE26,358.0,OUT019
FDS60,2948.0,OUT017
FDV58,3212.0,OUT017
FDM04,856.0,OUT045
FDE08,2440.0,OUT035
NCB43,3034.0,OUT049
FDU11,10.0,OUT010
FDF22,1454.0,OUT019
FDE24,2284.0,OUT013
DRJ49,2118.0,OUT046
NCQ53,3798.0,OUT035
NCL41,596.0,OUT013
FDR22,1896.0,OUT013
FDH04,1652.0,OUT035
DRH15,648.0,OUT045
FDY40,990.0,OUT049
NCI17,1614.0,OUT035
NCC18,2724.0,OUT013
FDY28,4852.0,OUT027
FDB45,3132.0,OUT027
NCL30,1760.0,OUT018
FDM10,3452.0,OUT017
FDH22,3468.0,OUT027
NCZ53,3048.0,OUT017
NCI18,3532.0,OUT013
FDH14,3768.0,OUT027
FDR36,2212.0,OUT027
FDW01,2344.0,OUT045
FDK02,3348.0,OUT027
FDJ02,2184.0,OUT018
FDU55,4164.0,OUT013
NCV18,2748.0,OUT027
FDH14,2040.0,OUT018
FDZ37,1448.0,OUT045
FDX49,3830.0,OUT049
NCD43,1642.0,OUT046
FDZ07,1112.0,OUT013
FDK43,2128.0,OUT035
FDR32,3456.0,OUT018
FDT39,2520.0,OUT013
NCV54,1964.0,OUT017
FDF38,544.0,OUT018
FDV60,3178.0,OUT046
FDH44,3840.0,OUT027
FDS21,1078.0,OUT046
NCL41,486.0,OUT045
FDM46,1560.0,OUT017
FDU27,800.0,OUT045
NCJ54,3716.0,OUT017
DRG51,2416.0,OUT018
NCA29,778.0,OUT019
FDR47,3012.0,OUT045
NCL19,3680.0,OUT027
DRG01,1370.0,OUT049
FDG10,1014.0,OUT046
NCV05,2494.0,OUT049
NCH18,1898.0,OUT019
FDV14,1180.0,OUT018
DRJ23,3140.0,OUT035
DRJ11,2978.0,OUT046
FDZ03,3092.0,OUT017
FDI27,-1046.0,OUT010
FDJ14,1172.0,OUT018
FDU32,2036.0,OUT017
FDD47,4188.0,OUT027
DRF36,3132.0,OUT035
FDM21,4078.0,OUT046
FDV10,556.0,OUT018
FDH60,2932.0,OUT018
FDX47,650.0,OUT010
FDT19,894.0,OUT019
FDO11,3944.0,OUT045
FDH24,3972.0,OUT027
FDL02,1548.0,OUT018
FDB02,2982.0,OUT049
FDA43,3086.0,OUT046
FDG52,712.0,OUT045
DRC12,3064.0,OUT013
FDY37,2104.0,OUT018
NCU18,2130.0,OUT045
FDU09,1080.0,OUT035
DRJ25,2240.0,OUT027
DRE12,1592.0,OUT018
DRL47,2108.0,OUT017
DRK01,1542.0,OUT046
FDC22,1158.0,OUT019
FDG44,924.0,OUT013
FDW04,2260.0,OUT035
FDK09,3702.0,OUT049
NCN43,2022.0,OUT035
FDG04,3102.0,OUT049
FDH32,-378.0,OUT010
DRI47,2412.0,OUT017
DRE15,1292.0,OUT013
FDY11,1280.0,OUT035
FDO60,886.0,OUT049
FDQ20,468.0,OUT018
FDO57,3996.0,OUT027
FDT14,38.0,OUT019
FDA57,814.0,OUT049
DRN35,688.0,OUT017
FDJ03,890.0,OUT046
FDX28,1720.0,OUT017
DRE25,1400.0,OUT045
FDR09,4098.0,OUT046
FDB23,3760.0,OUT035
FDO08,2592.0,OUT045
FDQ23,1742.0,OUT049
FDW04,2200.0,OUT013
DRK13,1210.0,OUT010
NCL17,3644.0,OUT027
FDY21,3176.0,OUT035
FDJ38,4504.0,OUT027
FDA37,182.0,OUT019
FDV43,788.0,OUT013
FDL36,1470.0,OUT046
FDD53,628.0,OUT045
FDZ19,886.0,OUT010
FDV21,1908.0,OUT045
NCL54,2472.0,OUT018
DRI47,3752.0,OUT027
DRG03,2598.0,OUT049
FDG21,2476.0,OUT013
FDW03,1508.0,OUT018
NCI55,1914.0,OUT046
DRC36,962.0,OUT019
FDH22,2116.0,OUT017
FDV20,2040.0,OUT045
NCU41,4456.0,OUT027
FDN46,3160.0,OUT027
FDK50,2512.0,OUT045
NCA05,3772.0,OUT027
DRH01,2516.0,OUT018
FDT08,2152.0,OUT018
FDM08,3380.0,OUT018
FDZ07,1164.0,OUT035
FDS22,924.0,OUT017
FDV35,3920.0,OUT027
FDI28,-606.0,OUT010
FDW58,3204.0,OUT027
FDT52,3856.0,OUT045
FDY34,2678.0,OUT046
FDR10,2574.0,OUT046
FDK57,2024.0,OUT017
FDR02,3208.0,OUT027
FDX49,3742.0,OUT046
FDQ20,686.0,OUT046
DRK23,3896.0,OUT045
NCW06,3002.0,OUT046
FDR31,2464.0,OUT017
NCE43,2652.0,OUT013
DRO59,2688.0,OUT027
FDN09,3990.0,OUT049
FDR11,2590.0,OUT046
FDO57,2604.0,OUT013
NCX18,3172.0,OUT017
FDB05,3680.0,OUT018
FDQ08,828.0,OUT018
NCG43,1586.0,OUT035
FDJ56,1640.0,OUT013
FDA13,-1294.0,OUT010
FDO56,2004.0,OUT017
FDB37,3648.0,OUT018
FDZ02,1384.0,OUT018
FDQ24,3950.0,OUT046
FDM16,1316.0,OUT013
FDU35,1726.0,OUT049
FDT35,2868.0,OUT035
NCX30,3994.0,OUT049
FDG04,3068.0,OUT017
FDI12,1548.0,OUT035
FDE35,1164.0,OUT035
NCP14,3076.0,OUT027
NCY53,1658.0,OUT045
FDP49,1056.0,OUT017
FDQ04,784.0,OUT017
FDM39,2932.0,OUT035
FDO58,702.0,OUT019
FDC56,1972.0,OUT017
NCQ54,2634.0,OUT046
FDV10,2224.0,OUT027
NCK17,642.0,OUT046
NCF55,2028.0,OUT027
FDV33,4208.0,OUT013
NCH29,-374.0,OUT019
FDA37,3504.0,OUT027
FDH46,1468.0,OUT018
FDS25,1900.0,OUT035
FDH04,2952.0,OUT027
FDX52,3094.0,OUT046
NCD42,688.0,OUT017
FDW47,2036.0,OUT017
FDL25,2984.0,OUT027
NCJ06,-10.0,OUT010
FDY09,2816.0,OUT013
FDS40,654.0,OUT046
FDH41,3476.0,OUT017
FDG38,1548.0,OUT035
FDU03,4372.0,OUT027
FDV20,2110.0,OUT046
DRB13,3024.0,OUT045
NCQ30,1912.0,OUT013
NCH06,3852.0,OUT013
FDU50,1632.0,OUT018
NCO42,394.0,OUT019
FDW09,1136.0,OUT018
FDH04,1568.0,OUT013
FDC21,1716.0,OUT045
FDL21,874.0,OUT049
FDM46,-442.0,OUT010
FDT22,-930.0,OUT019
FDB28,3228.0,OUT035
FDI12,1248.0,OUT018
FDA28,2012.0,OUT045
FDF59,2084.0,OUT013
FDM45,3452.0,OUT027
FDQ56,1412.0,OUT017
FDR46,2430.0,OUT049
FDT01,3436.0,OUT013
FDD16,2668.0,OUT027
NCU30,662.0,OUT010
FDM40,366.0,OUT010
FDI56,1588.0,OUT035
NCS30,2020.0,OUT013
FDU08,1692.0,OUT017
FDX51,4600.0,OUT027
FDA43,3032.0,OUT045
FDX59,-1314.0,OUT010
FDC37,1480.0,OUT018
FDP58,3488.0,OUT013
NCY42,2326.0,OUT035
FDF21,2840.0,OUT018
FDU10,2156.0,OUT027
DRL47,1784.0,OUT018
FDA58,3516.0,OUT018
FDJ22,3174.0,OUT049
FDK50,2566.0,OUT046
FDO38,1372.0,OUT035
DRF60,3908.0,OUT035
NCZ42,1826.0,OUT019
FDD35,2046.0,OUT049
FDL25,1464.0,OUT045
FDJ16,976.0,OUT013
DRK59,3838.0,OUT049
FDI50,3718.0,OUT046
NCB19,1270.0,OUT045
DRI37,1076.0,OUT035
FDA14,3808.0,OUT027
FDC08,3428.0,OUT018
FDS45,1734.0,OUT046
FDI21,1206.0,OUT049
DRJ47,2876.0,OUT035
DRE37,4436.0,OUT027
FDT55,2356.0,OUT018
NCG42,3476.0,OUT027
FDA31,2814.0,OUT049
NCW42,3466.0,OUT046
FDF50,3188.0,OUT017
FDK56,3074.0,OUT049
FDX10,772.0,OUT035
NCK07,3996.0,OUT027
FDZ49,3628.0,OUT017
FDR33,1784.0,OUT013
FDO44,1548.0,OUT018
FDA20,2958.0,OUT046
NCL30,1934.0,OUT045
FDI05,-666.0,OUT019
FDQ12,3380.0,OUT018
FDH47,1676.0,OUT017
FDH34,2716.0,OUT018
FDF29,2170.0,OUT046
FDG40,360.0,OUT018
NCE18,3988.0,OUT017
FDP21,1166.0,OUT010
FDY50,1468.0,OUT013
FDB36,2246.0,OUT049
NCZ29,2098.0,OUT049
FDU20,1744.0,OUT018
FDO56,1984.0,OUT013
FDW31,3318.0,OUT049
DRH59,1268.0,OUT013
NCB30,3160.0,OUT017
FDK43,3492.0,OUT027
FDW43,3624.0,OUT045
NCL19,2304.0,OUT017
FDJ27,1666.0,OUT046
FDC45,2686.0,OUT046
FDY40,1020.0,OUT035
NCM41,1554.0,OUT035
NCK18,714.0,OUT019
FDP37,2166.0,OUT049
FDA27,5556.0,OUT027
NCX30,3978.0,OUT035
FDR09,4132.0,OUT017
FDG08,4220.0,OUT027
NCU30,2628.0,OUT013
FDB16,1508.0,OUT017
FDM16,1348.0,OUT017
FDC48,1372.0,OUT013
NCF18,2946.0,OUT046
FDU46,1244.0,OUT018
FDH41,3152.0,OUT018
NCN42,414.0,OUT010
FDU49,1506.0,OUT046
FDB20,2704.0,OUT027
FDG50,-442.0,OUT019
FDW20,1908.0,OUT045
NCO55,1802.0,OUT049
FDX48,2526.0,OUT046
FDU48,2118.0,OUT046
FDR48,510.0,OUT019
FDK27,2020.0,OUT013
FDT35,2760.0,OUT013
FDN12,1886.0,OUT049
NCE31,-1414.0,OUT019
FDL21,852.0,OUT017
FDV56,1876.0,OUT017
FDR16,3528.0,OUT017
NCP41,1826.0,OUT049
FDJ27,1732.0,OUT013
FDA07,2100.0,OUT017
FDK55,1570.0,OUT049
FDM33,3610.0,OUT049
FDY46,2978.0,OUT046
FDD36,1898.0,OUT046
FDB12,3132.0,OUT027
FDF28,182.0,OUT019
NCE07,362.0,OUT019
FDW50,4060.0,OUT027
NCW18,3808.0,OUT017
NCJ17,-622.0,OUT019
DRZ24,58.0,OUT010
FDS07,1948.0,OUT035
NCW05,-250.0,OUT010
FDZ22,1116.0,OUT018
FDK02,1878.0,OUT046
FDZ45,4560.0,OUT027
FDL25,1510.0,OUT046
FDS08,2704.0,OUT045
NCZ42,5132.0,OUT027
FDX57,1744.0,OUT035
FDF21,3078.0,OUT046
FDJ56,1316.0,OUT018
FDX10,708.0,OUT013
DRG48,2416.0,OUT035
DRN37,2654.0,OUT046
NCY41,308.0,OUT018
FDN28,1656.0,OUT045
FDE34,2800.0,OUT045
FDR10,2552.0,OUT045
FDC32,1572.0,OUT017
DRG13,2622.0,OUT046
FDP59,1862.0,OUT049
NCT53,710.0,OUT010
FDL57,5560.0,OUT027
FDN32,1086.0,OUT010
FDK09,3348.0,OUT018
FDA52,974.0,OUT010
FDC57,3238.0,OUT049
FDI09,3948.0,OUT035
NCB07,3082.0,OUT046
FDP26,1756.0,OUT035
FDP40,3296.0,OUT027
FDL15,2456.0,OUT013
FDV07,1798.0,OUT046
FDS03,1136.0,OUT017
FDE50,3142.0,OUT049
FDQ15,1420.0,OUT017
FDQ33,506.0,OUT010
FDT22,980.0,OUT013
DRO35,1988.0,OUT035
FDJ41,4238.0,OUT049
FDQ27,1852.0,OUT035
FDC26,1864.0,OUT017
NCF43,3676.0,OUT027
NCR50,2514.0,OUT035
FDE39,1684.0,OUT018
FDN49,2172.0,OUT027
DRG11,1824.0,OUT035
NCA18,1938.0,OUT049
FDM36,2556.0,OUT018
FDW32,1516.0,OUT017
NCQ18,-386.0,OUT010
FDX14,2680.0,OUT027
FDD46,2472.0,OUT017
FDI34,1814.0,OUT019
NCJ17,1394.0,OUT035
FDB52,4172.0,OUT035
FDV55,2072.0,OUT018
FDC57,3094.0,OUT046
FDB29,1918.0,OUT046
NCO43,1670.0,OUT035
FDG44,804.0,OUT045
FDJ34,2000.0,OUT045
FDH40,1494.0,OUT049
NCD07,3224.0,OUT027
FDB41,900.0,OUT017
FDH47,1360.0,OUT018
DRK37,3136.0,OUT035
FDM25,970.0,OUT019
NCX06,2778.0,OUT045
NCS05,2160.0,OUT017
FDS39,2200.0,OUT045
FDC47,5004.0,OUT027
FDG20,2912.0,OUT013
DRL23,1804.0,OUT017
FDY33,2620.0,OUT013
NCH18,3718.0,OUT045
FDX47,2628.0,OUT035
NCB06,2402.0,OUT045
FDP36,1006.0,OUT049
FDW44,2564.0,OUT018
NCU41,2764.0,OUT018
NCS17,1506.0,OUT046
FDD46,2544.0,OUT035
FDE45,2908.0,OUT017
FDI09,3924.0,OUT017
NCJ54,1766.0,OUT010
NCA29,2460.0,OUT018
NCN41,3356.0,OUT027
FDY34,2780.0,OUT035
NCG55,1942.0,OUT035
DRM49,790.0,OUT046
NCB42,1934.0,OUT049
FDE58,1844.0,OUT045
DRJ25,860.0,OUT013
FDS47,-490.0,OUT010
FDY21,3246.0,OUT049
NCI54,1788.0,OUT013
FDO24,2584.0,OUT017
FDY43,2796.0,OUT035
FDF35,1468.0,OUT018
NCP29,-926.0,OUT019
FDN28,3148.0,OUT027
FDJ50,640.0,OUT018
FDQ14,3836.0,OUT027
FDC37,1844.0,OUT035
FDN08,1958.0,OUT046
FDD04,2368.0,OUT035
FDW34,3620.0,OUT018
FDP04,1164.0,OUT017
NCG07,3004.0,OUT017
NCN14,2640.0,OUT018
FDJ16,872.0,OUT045
NCM42,1626.0,OUT045
NCF19,778.0,OUT046
FDY21,2876.0,OUT018
FDY19,1976.0,OUT035
FDV09,2320.0,OUT045
FDA28,2128.0,OUT013
FDC38,1888.0,OUT018
FDL28,3640.0,OUT045
NCH43,3482.0,OUT049
NCN53,454.0,OUT045
NCW05,1748.0,OUT017
NCO30,2684.0,OUT018
FDT04,-1242.0,OUT019
FDB27,2876.0,OUT018
NCK07,2636.0,OUT013
NCA53,816.0,OUT013
FDB33,2324.0,OUT018
FDU37,1420.0,OUT017
FDR13,2008.0,OUT035
FDE45,2950.0,OUT049
FDV37,3236.0,OUT017
FDX44,-434.0,OUT019
NCL06,4148.0,OUT017
FDJ28,2964.0,OUT045
FDX55,3586.0,OUT049
NCK17,416.0,OUT018
FDH52,1188.0,OUT035
FDN13,3044.0,OUT027
FDK44,2492.0,OUT018
FDU16,1414.0,OUT046
FDZ07,1132.0,OUT017
NCN06,3988.0,OUT027
FDH02,-338.0,OUT010
NCW18,3606.0,OUT045
FDH57,2116.0,OUT013
FDV35,2384.0,OUT045
NCU29,2296.0,OUT013
NCP02,914.0,OUT046
FDN44,2616.0,OUT013
FDX03,568.0,OUT018
FDR11,646.0,OUT010
FDA36,2930.0,OUT046
FDP58,4864.0,OUT027
FDH31,1616.0,OUT045
FDH34,3072.0,OUT035
FDS13,4236.0,OUT035
FDT01,3164.0,OUT018
FDY09,2926.0,OUT049
FDV33,5576.0,OUT027
NCW29,110.0,OUT010
NCN17,1502.0,OUT045
FDX01,1894.0,OUT046
